LeadingGOTerm	GOID	GOTerm	Ontology Source	Term PValue	Term PValue Corrected with Benjamini-Hochberg	Group PValue	Group PValue Corrected with Benjamini-Hochberg	GOLevels	GOGroups	% Associated Genes	Nr. Genes	Associated Genes Found
true	GO:0036294	cellular response to decreased oxygen levels	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.0023931079078117704	0.011419742998680728	0.0023931079078117704	0.004786215815623541	[5]	Group00	33.333332	3	[ELP4, RIM101, UPC2]
true	GO:0042645	mitochondrial nucleoid	GO_CellularComponent-GOA_17.11.2016_10h53	0.011647904673264488	0.03683988454799931	0.011647904673264488	0.013311891055159415	[2, 4, 5, 6, 7, 8, 9, 10]	Group01	14.285714	4	[MGM101, PMR1, RIM101, YHM2]
true	GO:0044444	cytoplasmic part	GO_CellularComponent-GOA_17.11.2016_10h53	3.5361400107938873E-4	0.0027480859512455354	3.5361400107938873E-4	0.0018859413390900732	[3, 4, 5, 6]	Group02	4.0780144	115	[AAC3, AKR1, ALG9, ANP1, APQ12, ARF1, ATP17, ATP4, ATX1, AZF1, BCH1, BUD16, CAX4, CBP2, CBP6, CBS1, CBS2, CCM1, CHO1, CIK1, COQ8, COQ9, COS10, COX17, COX18, CSG2, CTH1, CTL1, DIA4, DIE2, ELP4, END3, ETR1, FAB1, GCV3, GLY1, GPB2, GSH2, HDA2, HSP12, IFM1, ISA2, KAP123, LAS21, LDB17, LIP5, MAP1, MED2, MEF1, MGM101, MGR2, MNN10, MNN11, MRH1, MRH4, MSD1, MSN4, MSS116, MSS2, MSY1, NAS6, NNF2, OCH1, ORM1, PAD1, PBI2, PDR1, PDR17, PDX3, PEP5, PMR1, POR1, QRI5, RCY1, RIM101, RML2, RNR1, RPL1B, RPL20A, RPL27A, RPP2A, RPS27B, RRG7, SAC1, SCO1, SCS7, SDH4, SEC66, SEY1, SLM3, SNA3, TFB5, THI20, TIF3, TPO3, TPS1, TRS33, TSC3, UPC2, VMA22, VMA3, VMA5, VMA8, VOA1, VPS1, VPS16, VPS28, VPS73, VRP1, YAR029W, YGL140C, YHM2, YIL067C, YJR015W, YME1]
true	GO:0071467	cellular response to pH	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.01124077238766921	0.03597047164054147	0.01124077238766921	0.013834796784823643	[4]	Group03	20.0	3	[MSN4, RIM101, WAR1]
true	GO:0031090	organelle membrane	GO_CellularComponent-GOA_17.11.2016_10h53	0.006471019894789029	0.024446075158091888	0.006471019894789029	0.009412392574238588	[2, 3]	Group04	4.721931	45	[AAC3, AKR1, ANP1, APQ12, ATP17, ATP4, CBS1, CBS2, CHO1, COQ8, COQ9, COX18, END3, FAB1, KAP123, MGR2, MNN10, MNN11, MSS2, NUP53, OCH1, PDR1, PEP5, PMR1, POR1, QRI5, SAC1, SCO1, SDH4, SEC66, SNA3, TPO3, VMA22, VMA3, VMA5, VMA8, VOA1, VPS1, VPS16, VPS28, VPS73, YGL140C, YHM2, YIL067C, YME1]
false	GO:0006767	water-soluble vitamin metabolic process	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.009558381439478538	0.03209728088318719	0.0015366355615169186	0.004097694830711783	[5]	Group05	10.526316	6	[BUD16, CBS2, ISA2, PDX3, SPE4, THI20]
true	GO:0072330	monocarboxylic acid biosynthetic process	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.0038699253610127065	0.016708249177705654	0.0015366355615169186	0.004097694830711783	[6, 7, 8]	Group05	11.111111	7	[CBS2, ETR1, ISA2, LIP5, SCS7, SPE4, TUP1]
false	GO:0006082	organic acid metabolic process	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.0037927038284483556	0.016911728546523817	0.0037927038284483556	0.006068326125517369	[3, 4]	Group06	5.720339	27	[ADR1, CAT8, CBS2, DAL81, DIA4, ETR1, GCR1, GCV3, GLY1, GSH2, HOM2, ISA2, LEU3, LIP5, MSD1, MSY1, PAD1, PDR1, PRO1, PUT3, SCS7, SDH4, SPE4, TUP1, WAR1, YGP1, YMR084W]
true	GO:0019752	carboxylic acid metabolic process	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.003956910904208735	0.016816871342887122	0.0037927038284483556	0.006068326125517369	[5, 6]	Group06	5.8139534	25	[ADR1, CAT8, CBS2, DAL81, DIA4, ETR1, GCR1, GCV3, GLY1, GSH2, HOM2, ISA2, LEU3, LIP5, MSD1, MSY1, PAD1, PDR1, PRO1, PUT3, SCS7, SPE4, TUP1, YGP1, YMR084W]
true	GO:0000959	mitochondrial RNA metabolic process	GO_BiologicalProcess-GOA_17.11.2016_10h53	3.873961375317312E-4	0.002926993039128636	0.001293858673363004	0.0041403477547616125	[5, 6, 7]	Group07	19.35484	6	[CCM1, DIA4, MSD1, MSS116, MSY1, SLM3]
